type,language,text,frequency
phrase,en,talaga yung dorm,6
phrase,en,parties astig,6
phrase,en,weekend parties astig,6
phrase,en,petmalu sembreak,6
phrase,en,basketball lodi,6
phrase,en,petmalu yung professors,6
phrase,en,classes galing,6
phrase,en,online classes galing,6
phrase,en,drama galing,6
phrase,en,relationship drama galing,6
phrase,en,professors fresh,6
phrase,en,for scholarships,6
phrase,en,living for scholarships,6
phrase,en,trends legit,6
phrase,en,fashion trends legit,6
phrase,en,talaga yung tiktok,6
phrase,en,music solid,6
phrase,en,galing ng new,6
phrase,en,new music solid,6
phrase,en,with anime sobrang,6
phrase,en,talaga yung fashion,6
phrase,en,mood scholarships,6
phrase,en,a mood scholarships,6
phrase,en,anime solid,6
phrase,en,professors astig,6
phrase,en,professors astig talaga,6
phrase,en,iconic and lit,6
phrase,en,kpop kayangkaya talaga,6
phrase,en,scholarships sobrang swabe,6
phrase,en,ng groupmates,6
phrase,en,nakakaaliw yung streaming,6
phrase,en,think thesis,6
phrase,en,thesis is,6
phrase,en,i think thesis,6
phrase,en,think thesis is,6
phrase,en,thesis is so,6
phrase,en,valorant astig,6
phrase,en,valorant astig talaga,6
phrase,en,with exams sobrang,6
phrase,en,pak na,6
phrase,en,na pak,6
phrase,en,pak ang,6
phrase,en,pak na pak,6
phrase,en,na pak ang,6
phrase,en,napakahusay midtermseason,6
phrase,en,assignment with bts,6
phrase,en,slaying universitylife,6
phrase,en,keep slaying universitylife,6
phrase,en,rn passingthevibe,6
phrase,en,criticism rn passingthevibe,6
phrase,en,mood sb19,6
phrase,en,a mood sb19,6
phrase,en,recommend pinoypride,6
phrase,en,1010 recommend pinoypride,6
phrase,en,husay ng professors,6
phrase,en,stan campus,6
phrase,en,stan campus events,6
phrase,en,giving memes,6
phrase,en,is giving memes,6
phrase,en,events solid talaga,6
phrase,en,obsessed with esports,6
phrase,en,dope and astig,6
phrase,en,sobrang legit napakahusay,6
phrase,en,yung volleyball very,6
phrase,en,angas passingthevibe,6
phrase,en,obsessed with new,6
phrase,en,drama kayangkaya,6
phrase,en,relationship drama kayangkaya,6
phrase,en,swabe deserve,6
phrase,en,sobrang swabe deserve,6
phrase,en,swabe deserve mo,6
phrase,en,nakakaaliw yung scholarships,6
phrase,en,slayed exams,6
phrase,en,petmalu studentlife,6
phrase,en,energy sembreak,6
phrase,en,character energy sembreak,6
phrase,en,yung blackpink very,6
phrase,en,mood netflix,6
phrase,en,a mood netflix,6
phrase,en,mood netflix shows,6
phrase,en,bts swabe,6
phrase,en,kayangkaya talaga serving,6
phrase,en,sick and lodi,6
phrase,en,all finals,6
phrase,en,sana all finals,6
phrase,en,solid talaga we,6
phrase,en,iykyk bestlife,6
phrase,en,legit apaka galing,6
phrase,en,lit labyu,6
phrase,en,sa blackpink,6
phrase,en,angat sa blackpink,6
phrase,en,anime vibe,6
phrase,en,solid universitylife,6
phrase,en,witty passingthevibe,6
phrase,en,naol sembreak,6
phrase,en,obsessed with internships,6
phrase,en,for anime,6
phrase,en,living for anime,6
phrase,en,sa netflix,6
phrase,en,shows clean,6
phrase,en,angat sa netflix,6
phrase,en,sa netflix shows,6
phrase,en,netflix shows clean,6
phrase,en,witty pinoypride,6
phrase,en,fresh and witty,6
phrase,en,life deserve,6
phrase,en,dorm life deserve,6
phrase,en,life deserve mo,6
phrase,en,appreciate dorm,6
phrase,en,i appreciate dorm,6
phrase,en,appreciate dorm life,6
phrase,en,nindot universitylife,6
phrase,en,vibing with viral,6
phrase,en,fire and woah,6
phrase,en,aprub weekendvibes,6
phrase,en,classes awit,6
phrase,en,online classes awit,6
phrase,en,shops lit,6
phrase,en,coffee shops lit,6
phrase,en,aprub pak,6
phrase,en,sobrang aprub pak,6
phrase,en,aprub pak ganern,6
phrase,en,fire anime,6
phrase,en,thats fire anime,6
phrase,en,obsessed with anime,6
phrase,en,ang nindot ootd,6
phrase,en,ang woah bestlife,6
phrase,en,about group,6
phrase,en,facts about group,6
phrase,en,about group projects,6
phrase,en,ang petmalu weekendvibes,6
phrase,en,professors aprub,6
phrase,en,woah sana,6
phrase,en,sobrang woah sana,6
phrase,en,woah sana all,6
phrase,en,giving valorant,6
phrase,en,is giving valorant,6
phrase,en,obsessed with thesis,6
phrase,en,clean apaka galing,6
phrase,en,clean and lodi,6
phrase,en,undefeated and astig,6
phrase,en,fresh solid,6
phrase,en,so fresh solid,6
phrase,en,talaga yung netflix,6
phrase,en,music astig talaga,6
phrase,en,astig talaga this,6
phrase,en,in bts,6
phrase,en,energy in bts,6
phrase,en,on twitter,6
phrase,en,take on twitter,6
phrase,en,on twitter dramas,6
phrase,en,husay ng dorm,6
phrase,en,stan netflix,6
phrase,en,stan netflix shows,6
phrase,en,lit and astig,6
phrase,en,astig apaka,6
phrase,en,sobrang astig apaka,6
phrase,en,astig apaka nice,6
phrase,en,labyu twentytwentyfive,6
phrase,en,when dorm,6
phrase,en,different when dorm,6
phrase,en,when dorm life,6
phrase,en,lit yorme,6
phrase,en,classes astig,6
phrase,en,online classes astig,6
phrase,en,ppop astig,6
phrase,en,goals grabe,6
phrase,en,so goals grabe,6
phrase,en,goals grabe yung,6
phrase,en,esports angas,6
phrase,en,esports angas talaga,6
phrase,en,bts aprub,6
phrase,en,shops fire,6
phrase,en,coffee shops fire,6
phrase,en,with professors ang,6
phrase,en,astig sana,6
phrase,en,sobrang astig sana,6
phrase,en,astig sana all,6
phrase,en,goals solid talaga,6
phrase,en,impact lit,6
phrase,en,genshin impact lit,6
phrase,en,pubg lit,6
phrase,en,undefeated napakahusay,6
phrase,en,so undefeated napakahusay,6
phrase,en,maisip midtermseason,6
phrase,en,akong maisip midtermseason,6
phrase,en,stan twitter,6
phrase,en,stan twitter dramas,6
phrase,en,exams angas,6
phrase,en,exams angas talaga,6
phrase,en,woah sembreak,6
phrase,en,ang nindot bestlife,6
phrase,en,kayangkaya yorme,6
phrase,en,sobrang kayangkaya yorme,6
phrase,en,sa pubg,6
phrase,en,angat sa pubg,6
phrase,en,based and petmalu,6
phrase,en,move collegedays,6
phrase,en,we move collegedays,6
phrase,en,when bts,6
phrase,en,different when bts,6
phrase,en,legit wala,6
phrase,en,legit wala akong,6
phrase,en,witty goalaf,6
phrase,en,projects sobrang astig,6
phrase,en,mood fashion,6
phrase,en,a mood fashion,6
phrase,en,mood fashion trends,6
phrase,en,slaying midtermseason,6
phrase,en,keep slaying midtermseason,6
phrase,en,esports solid,6
phrase,en,vibing with memes,6
phrase,en,talaga yung coffee,6
phrase,en,with streaming sobrang,6
phrase,en,sobrang legit deserve,6
phrase,en,dramas lodi talaga,6
phrase,en,need nofilter,6
phrase,en,we need nofilter,6
phrase,en,and lodi passingthevibe,6
phrase,en,with valorant ang,6
phrase,en,napakahusay pinoypride,6
phrase,en,stan tiktok,6
phrase,en,stan internships,6
phrase,en,and angas twentytwentyfive,6
phrase,en,in esports,6
phrase,en,energy in esports,6
phrase,en,witty midtermseason,6
phrase,en,and astig finals,6
phrase,en,music petmalu,6
phrase,en,new music petmalu,6
phrase,en,petmalu wala,6
phrase,en,sobrang petmalu wala,6
phrase,en,petmalu wala akong,6
phrase,en,memes astig talaga,6
phrase,en,slayed dorm,6
phrase,en,slayed dorm life,6
phrase,en,slaying classof2025,6
phrase,en,keep slaying classof2025,6
phrase,en,lit and lit,6
phrase,en,petmalu yung graduation,6
phrase,en,and petmalu twentytwentyfive,6
phrase,en,goated sana,6
phrase,en,so goated sana,6
phrase,en,goated sana all,6
phrase,en,blackpink lit,6
phrase,en,tweet passingthevibe,6
phrase,en,the tweet passingthevibe,6
phrase,en,on volleyball,6
phrase,en,take on volleyball,6
phrase,en,professors dope,6
phrase,en,sheesh bestlife,6
phrase,en,nindot passingthevibe,6
phrase,en,period twentytwentyfive,6
phrase,en,galing ng internships,6
phrase,en,on relationship,6
phrase,en,take on relationship,6
phrase,en,on relationship drama,6
phrase,en,swabe charot,6
phrase,en,sobrang swabe charot,6
phrase,en,swabe charot lang,6
phrase,en,assignment trendingnow,6
phrase,en,the assignment trendingnow,6
phrase,en,anime lit talaga,6
phrase,en,petmalu yung orgmates,6
phrase,en,galing ng coffee,6
phrase,en,impact lodi,6
phrase,en,genshin impact lodi,6
phrase,en,assignment with pubg,6
phrase,en,slayed streaming,6
phrase,en,on new,6
phrase,en,take on new,6
phrase,en,on new music,6
phrase,en,bts lit,6
phrase,en,nakakaaliw yung coffee,6
phrase,en,giving dorm,6
phrase,en,is giving dorm,6
phrase,en,giving dorm life,6
phrase,en,legit charaught,6
phrase,en,volleyball legit,6
phrase,en,sick solid,6
phrase,en,so sick solid,6
phrase,en,legit solid,6
phrase,en,angas awit,6
phrase,en,sobrang angas awit,6
phrase,en,charaught pinoypride,6
phrase,en,with graduation ang,6
phrase,en,exams bestlife,6
phrase,en,exams bestlife bestlife,6
phrase,en,petmalu collegedays,6
phrase,en,legit nofilter,6
phrase,en,grabe yung esports,6
phrase,en,yung esports very,6
phrase,en,grabe yung volleyball,6
phrase,en,lit pak,6
phrase,en,lit pak ganern,6
phrase,en,sa valorant,6
phrase,en,angat sa valorant,6
phrase,en,talaga yung streaming,6
phrase,en,satisfying and witty,6
phrase,en,awit sa,6
phrase,en,sa galing,6
phrase,en,awit sa galing,6
phrase,en,sa galing ng,6
phrase,en,ang astig nofilter,6
phrase,en,ppop woah,6
phrase,en,need pinoypride,6
phrase,en,we need pinoypride,6
phrase,en,fire campus,6
phrase,en,thats fire campus,6
phrase,en,fire campus events,6
phrase,en,saktongsakto weekendvibes,6
phrase,en,sick awit,6
phrase,en,so sick awit,6
phrase,en,galing ng graduation,6
phrase,en,witty finals,6
phrase,en,love coffee,6
phrase,en,lowkey love coffee,6
phrase,en,love coffee shops,6
phrase,en,about fashion,6
phrase,en,facts about fashion,6
phrase,en,about fashion trends,6
phrase,en,ang astig bestlife,6
phrase,en,kayangkaya talaga living,6
phrase,en,galing ng majors,6
phrase,en,volleyball satisfying,6
phrase,en,aprub pinoypride,6
phrase,en,ang petmalu ootd,6
phrase,en,drama legit,6
phrase,en,relationship drama legit,6
phrase,en,stan dorm,6
phrase,en,stan dorm life,6
phrase,en,trends swabe,6
phrase,en,fashion trends swabe,6
phrase,en,trends swabe talaga,6
phrase,en,peak and solid,6
phrase,en,stan memes sobrang,6
phrase,en,dating yung graduation,6
phrase,en,and lit universitylife,6
phrase,en,astig talaga understood,6
phrase,en,yung internships very,6
phrase,en,petmalu yung ppop,6
phrase,en,dating yung kpop,6
phrase,en,slaying finals,6
phrase,en,keep slaying finals,6
phrase,en,charaught sembreak,6
phrase,en,sb19 swabe,6
phrase,en,sb19 swabe talaga,6
phrase,en,tiktok sick,6
phrase,en,tiktok sick and,6
phrase,en,ang lodi studentlife,6
phrase,en,mood professors,6
phrase,en,a mood professors,6
phrase,en,impact legit,6
phrase,en,genshin impact legit,6
phrase,en,will be,5
phrase,en,fuck is,5
phrase,en,can be,5
phrase,en,there are,5
phrase,en,not a,5
phrase,en,the lead,5
phrase,en,the term,5
phrase,en,does not,5
phrase,en,is in,5
phrase,en,keep it,5
phrase,en,you cant,5
phrase,en,do not,5
phrase,en,be a,5
phrase,en,slim virgin,5
phrase,en,are you,5
phrase,en,of his,5
phrase,en,singles day,5
phrase,en,ay nako leche,5
phrase,en,luh totoo,5
phrase,en,nga yan,5
phrase,en,yan nakakaloka,5
phrase,en,nga yan nakakaloka,5
phrase,en,first time ko,5
phrase,en,mood yan same,5
phrase,en,din pala,5
phrase,en,nakakamiss din pala,5
phrase,en,din pala mag,5
phrase,en,yan same feels,5
phrase,en,it deserve mo,5
phrase,en,walang kupas,5
phrase,en,kupas talaga,5
phrase,en,si sarah,5
phrase,en,sarah g,5
phrase,en,g stan,5
phrase,en,stan forever,5
phrase,en,walang kupas talaga,5
phrase,en,kupas talaga si,5
phrase,en,talaga si sarah,5
phrase,en,si sarah g,5
phrase,en,sarah g stan,5
phrase,en,g stan forever,5
phrase,en,dope solid,5
phrase,en,so dope solid,5
phrase,en,impact clean af,5
phrase,en,nakakaaliw yung batchmates,5
phrase,en,swabe studentlife,5
phrase,en,g sembreak,5
phrase,en,na g sembreak,5
phrase,en,period bestlife,5
phrase,en,sheesh ootd,5
phrase,en,memes nindot,5
phrase,en,legit talaga understood,5
phrase,en,husay ng group,5
phrase,en,awit sembreak,5
phrase,en,valorant solid,5
phrase,en,kpop lit talaga,5
phrase,en,sick talaga sana,5
phrase,en,in fashion,5
phrase,en,energy in fashion,5
phrase,en,in fashion trends,5
phrase,en,pubg angas talaga,5
phrase,en,fire group,5
phrase,en,thats fire group,5
phrase,en,fire group projects,5
phrase,en,shops saktongsakto,5
phrase,en,coffee shops saktongsakto,5
phrase,en,love pubg,5
phrase,en,lowkey love pubg,5
phrase,en,think viral,5
phrase,en,challenges is,5
phrase,en,i think viral,5
phrase,en,think viral challenges,5
phrase,en,viral challenges is,5
phrase,en,challenges is so,5
phrase,en,goated deserve,5
phrase,en,so goated deserve,5
phrase,en,goated deserve mo,5
phrase,en,vibe solid yarn,5
phrase,en,and woah ootd,5
phrase,en,sick 1010,5
phrase,en,galing ng fashion,5
phrase,en,very sick 1010,5
phrase,en,sick 1010 recommend,5
phrase,en,giving thesis,5
phrase,en,is giving thesis,5
phrase,en,and aprub midtermseason,5
phrase,en,ang astig universitylife,5
phrase,en,challenges astig talaga,5
phrase,en,satisfying napakahusay,5
phrase,en,so satisfying napakahusay,5
phrase,en,nakakaaliw yung sb19,5
phrase,en,kayangkaya talaga iykyk,5
phrase,en,angas studentlife,5
phrase,en,dramas valid,5
phrase,en,twitter dramas valid,5
phrase,en,shows lit and,5
phrase,en,iconic labyu,5
phrase,en,so iconic labyu,5
phrase,en,petmalu yung scholarships,5
phrase,en,all collegedays,5
phrase,en,sana all collegedays,5
phrase,en,legit pak,5
phrase,en,legit pak ganern,5
phrase,en,angas talaga 1010,5
phrase,en,iykyk sembreak,5
phrase,en,kpop woah,5
phrase,en,talaga yung blackpink,5
phrase,en,dramas galing,5
phrase,en,twitter dramas galing,5
phrase,en,satisfying charaught,5
phrase,en,so satisfying charaught,5
phrase,en,tiktok ang petmalu,5
phrase,en,with esports ang,5
phrase,en,ng dormmates,5
phrase,en,life astig talaga,5
phrase,en,challenges petmalu talaga,5
phrase,en,dramas based,5
phrase,en,twitter dramas based,5
phrase,en,swabe talaga just,5
phrase,en,legit naol,5
phrase,en,naol trendingnow,5
phrase,en,petmalu talaga main,5
phrase,en,satisfying apaka,5
phrase,en,so satisfying apaka,5
phrase,en,valorant saktongsakto,5
phrase,en,sick yorme,5
phrase,en,so sick yorme,5
phrase,en,ng sb19 very,5
phrase,en,love graduation,5
phrase,en,lowkey love graduation,5
phrase,en,internships galing,5
phrase,en,music valid,5
phrase,en,new music valid,5
phrase,en,ang angas midtermseason,5
phrase,en,classes nindot,5
phrase,en,online classes nindot,5
phrase,en,nindot talaga keep,5
phrase,en,nakakaaliw yung basketball,5
phrase,en,life pak,5
phrase,en,dorm life pak,5
phrase,en,life pak ganern,5
phrase,en,vibing with anime,5
phrase,en,and legit goalaf,5
phrase,en,impact nindot talaga,5
phrase,en,events ang saktongsakto,5
phrase,en,giving twitter,5
phrase,en,is giving twitter,5
phrase,en,giving twitter dramas,5
phrase,en,dramas sobrang astig,5
phrase,en,legit passingthevibe,5
phrase,en,lodi and legit,5
phrase,en,events fresh,5
phrase,en,campus events fresh,5
phrase,en,events fresh and,5
phrase,en,undefeated thats,5
phrase,en,very undefeated thats,5
phrase,en,undefeated thats the,5
phrase,en,swabe talaga collegedays,5
phrase,en,husay ng section,5
phrase,en,dramas astig,5
phrase,en,twitter dramas astig,5
phrase,en,dramas astig talaga,5
phrase,en,astig talaga living,5
phrase,en,angas ootd,5
phrase,en,galing ng mobile,5
phrase,en,maisip trendingnow,5
phrase,en,akong maisip trendingnow,5
phrase,en,ang woah collegedays,5
phrase,en,legends astig talaga,5
phrase,en,angas pinoypride,5
phrase,en,challenges legit,5
phrase,en,viral challenges legit,5
phrase,en,labyu bestlife,5
phrase,en,clean pak,5
phrase,en,so clean pak,5
phrase,en,clean pak ganern,5
phrase,en,nindot sembreak,5
phrase,en,basketball astig talaga,5
phrase,en,basketball saktongsakto,5
phrase,en,ang woah passingthevibe,5
phrase,en,bussin g,5
phrase,en,so bussin g,5
phrase,en,bussin g na,5
phrase,en,and lit sembreak,5
phrase,en,galing classof2025,5
phrase,en,legit and galing,5
phrase,en,nindot deserve,5
phrase,en,yan classof2025,5
phrase,en,sobrang nindot deserve,5
phrase,en,nindot deserve mo,5
phrase,en,mo yan classof2025,5
phrase,en,grabe yung weekend,5
phrase,en,bts lodi,5
phrase,en,lodi talaga serving,5
phrase,en,kpop clean,5
phrase,en,clean and astig,5
phrase,en,basketball elite,5
phrase,en,petmalu yung sb19,5
phrase,en,and petmalu goalaf,5
phrase,en,nakakaaliw yung majors,5
phrase,en,when majors,5
phrase,en,different when majors,5
phrase,en,fresh and astig,5
phrase,en,angas labyu,5
phrase,en,sobrang angas labyu,5
phrase,en,tiktok legit,5
phrase,en,saktongsakto talaga main,5
phrase,en,fire majors,5
phrase,en,thats fire majors,5
phrase,en,events fire,5
phrase,en,campus events fire,5
phrase,en,slayed viral,5
phrase,en,slayed viral challenges,5
phrase,en,projects clean,5
phrase,en,group projects clean,5
phrase,en,woah trendingnow,5
phrase,en,elite and woah,5
phrase,en,parties lodi talaga,5
phrase,en,lodi talaga understood,5
phrase,en,slayed pubg,5
phrase,en,kayangkaya talaga fr,5
phrase,en,goated and solid,5
phrase,en,yung anime astig,5
phrase,en,astig and dope,5
phrase,en,with sb19 ang,5
phrase,en,scholarships astig,5
phrase,en,scholarships astig talaga,5
phrase,en,guys stan basketball,5
phrase,en,bussin angat,5
phrase,en,so bussin angat,5
phrase,en,bussin angat sa,5
phrase,en,sa exams,5
phrase,en,angat sa exams,5
phrase,en,and lodi twentytwentyfive,5
phrase,en,undefeated solid talaga,5
phrase,en,peak may,5
phrase,en,so peak may,5
phrase,en,peak may dating,5
phrase,en,woah talaga 1010,5
phrase,en,valid apaka,5
phrase,en,so valid apaka,5
phrase,en,dating yung classmates,5
phrase,en,petmalu labyu,5
phrase,en,sobrang petmalu labyu,5
phrase,en,ang astig finals,5
phrase,en,and swabe midtermseason,5
phrase,en,scholarships legit,5
phrase,en,graduation galing talaga,5
phrase,en,projects kayangkaya,5
phrase,en,group projects kayangkaya,5
phrase,en,ppop kayangkaya,5
phrase,en,ppop kayangkaya talaga,5
phrase,en,galing ng esports,5
phrase,en,based and solid,5
phrase,en,kayangkaya sheesh,5
phrase,en,sobrang kayangkaya sheesh,5
phrase,en,nindot talaga fr,5
phrase,en,scholarships petmalu,5
phrase,en,scholarships petmalu talaga,5
phrase,en,galing ng weekend,5
phrase,en,astig charaught,5
phrase,en,sobrang astig charaught,5
phrase,en,mood viral,5
phrase,en,a mood viral,5
phrase,en,mood viral challenges,5
phrase,en,fresh and lit,5
phrase,en,solid yorme,5
phrase,en,sobrang solid yorme,5
phrase,en,solid weekendvibes,5
phrase,en,husay ng volleyball,5
phrase,en,volleyball woah,5
phrase,en,petmalu bestlife,5
phrase,en,sa section,5
phrase,en,angat sa section,5
phrase,en,ang saktongsakto passingthevibe,5
phrase,en,elite apaka,5
phrase,en,so elite apaka,5
phrase,en,saktongsakto napakahusay,5
phrase,en,sobrang saktongsakto napakahusay,5
phrase,en,volleyball lit,5
phrase,en,sick may,5
phrase,en,so sick may,5
phrase,en,sick may dating,5
phrase,en,astig talaga we,5
phrase,en,husay ng weekend,5
phrase,en,basketball lodi talaga,5
phrase,en,dope and saktongsakto,5
phrase,en,nakakaaliw yung thesis,5
phrase,en,with sb19 sobrang,5
phrase,en,classes galing talaga,5
phrase,en,rn trendingnow,5
phrase,en,criticism rn trendingnow,5
phrase,en,drama galing talaga,5
phrase,en,blackpink aprub,5
phrase,en,ang solid classof2025,5
phrase,en,slaying weekendvibes,5
phrase,en,keep slaying weekendvibes,5
phrase,en,scholarships goals,5
phrase,en,when exams,5
phrase,en,different when exams,5
phrase,en,saying pinoypride,5
phrase,en,just saying pinoypride,5
phrase,en,professors lodi,5
phrase,en,lit apaka nice,5
phrase,en,witty talaga period,5
phrase,en,events kayangkaya,5
phrase,en,campus events kayangkaya,5
phrase,en,events goated,5
phrase,en,campus events goated,5
phrase,en,goated and swabe,5
phrase,en,need sembreak,5
phrase,en,kayangkaya talaga this,5
phrase,en,we need sembreak,5
phrase,en,bts thats,5
phrase,en,bts thats it,5
phrase,en,elite yorme,5
phrase,en,so elite yorme,5
phrase,en,streaming legit,5
phrase,en,scholarships bestlife,5
phrase,en,scholarships bestlife bestlife,5
phrase,en,fresh apaka,5
phrase,en,so fresh apaka,5
phrase,en,and lit studentlife,5
phrase,en,husay ng viral,5
phrase,en,astig and clean,5
phrase,en,dope naol,5
phrase,en,so dope naol,5
phrase,en,graduation legit,5
phrase,en,with esports sobrang,5
phrase,en,and lit pinoypride,5
phrase,en,nakakaaliw yung volleyball,5
phrase,en,based charot,5
phrase,en,so based charot,5
phrase,en,based charot lang,5
phrase,en,sick goalaf,5
phrase,en,and sick goalaf,5
phrase,en,lodi wala,5
phrase,en,sobrang lodi wala,5
phrase,en,lodi wala akong,5
phrase,en,professors fire,5
phrase,en,all ootd,5
phrase,en,sana all ootd,5
phrase,en,bussin pak,5
phrase,en,so bussin pak,5
phrase,en,bussin pak ganern,5
phrase,en,mood memes,5
phrase,en,a mood memes,5
phrase,en,fire and legit,5
phrase,en,on pubg,5
phrase,en,take on pubg,5
phrase,en,woah and goated,5
phrase,en,nice classof2025,5
phrase,en,apaka nice classof2025,5
phrase,en,mood exams,5
phrase,en,a mood exams,5
phrase,en,thesis petmalu,5
phrase,en,grabe yung thesis,5
phrase,en,events legit talaga,5
phrase,en,ng professors very,5
phrase,en,shops wala,5
phrase,en,coffee shops wala,5
phrase,en,shops wala akong,5
phrase,en,impact undefeated,5
phrase,en,nindot weekendvibes,5
phrase,en,genshin impact undefeated,5
phrase,en,music peak,5
phrase,en,new music peak,5
phrase,en,undefeated and angas,5
phrase,en,grabe yung kpop,5
phrase,en,galing pinoypride,5
phrase,en,based and galing,5
phrase,en,scholarships finals,5
phrase,en,scholarships finals finals,5
phrase,en,with graduation sobrang,5
phrase,en,professors solid,5
phrase,en,grabe yung relationship,5
phrase,en,when graduation,5
phrase,en,different when graduation,5
phrase,en,iconic naol,5
phrase,en,so iconic naol,5
phrase,en,internships witty,5
phrase,en,undefeated apaka nice,5
phrase,en,majors kayangkaya,5
phrase,en,talaga yung internships,5
phrase,en,anime nindot talaga,5
phrase,en,nindot talaga serving,5
phrase,en,bts saktongsakto,5
phrase,en,yung majors very,5
phrase,en,memes solid,5
phrase,en,shops fresh,5
phrase,en,coffee shops fresh,5
phrase,en,and witty pinoypride,5
phrase,en,shows petmalu,5
phrase,en,netflix shows petmalu,5
phrase,en,shows petmalu talaga,5
phrase,en,solid talaga keep,5
phrase,en,love majors,5
phrase,en,lowkey love majors,5
phrase,en,fresh naol,5
phrase,en,so fresh naol,5
phrase,en,slayed internships,5
phrase,en,witty g,5
phrase,en,sobrang witty g,5
phrase,en,witty g na,5
phrase,en,petmalu yung anime,5
phrase,en,swabe universitylife,5
phrase,en,woah midtermseason,5
phrase,en,and aprub weekendvibes,5
phrase,en,mind ootd,5
phrase,en,my mind ootd,5
phrase,en,kayangkaya pinoypride,5
phrase,en,galing ng sophomores,5
phrase,en,and legit midtermseason,5
phrase,en,saying collegedays,5
phrase,en,just saying collegedays,5
phrase,en,petmalu trendingnow,5
phrase,en,tweet ootd,5
phrase,en,the tweet ootd,5
phrase,en,challenges peak,5
phrase,en,viral challenges peak,5
phrase,en,dating yung coffee,5
phrase,en,peak and lit,5
phrase,en,music legit,5
phrase,en,new music legit,5
phrase,en,projects sobrang galing,5
phrase,en,goated napakahusay,5
phrase,en,so goated napakahusay,5
phrase,en,petmalu nofilter,5
phrase,en,and petmalu nofilter,5
phrase,en,shows fresh,5
phrase,en,netflix shows fresh,5
phrase,en,shows fresh and,5
phrase,en,saktongsakto pinoypride,5
phrase,en,assignment with campus,5
phrase,en,bussin solid yarn,5
phrase,en,basketball witty,5
phrase,en,thesis kayangkaya talaga,5
phrase,en,love internships,5
phrase,en,lowkey love internships,5
phrase,en,ppop aprub,5
phrase,en,ppop aprub talaga,5
phrase,en,pubg clean,5
phrase,en,pubg clean and,5
phrase,en,looks finals,5
phrase,en,serving looks finals,5
phrase,en,ng freshies,5
phrase,en,exams nindot,5
phrase,en,fresh solid yarn,5
phrase,en,need bestlife,5
phrase,en,we need bestlife,5
phrase,en,talaga yung sb19,5
phrase,en,and angas collegedays,5
phrase,en,valorant galing talaga,5
phrase,en,galing talaga rent,5
phrase,en,and legit twentytwentyfive,5
phrase,en,petmalu yung exams,5
phrase,en,rn finals,5
phrase,en,criticism rn finals,5
phrase,en,challenges lit talaga,5
phrase,en,sb19 so legit,5
phrase,en,so lit sana,5
phrase,en,yorme universitylife,5
phrase,en,woah universitylife,5
phrase,en,exams solid,5
phrase,en,life galing,5
phrase,en,dorm life galing,5
phrase,en,trends angas,5
phrase,en,fashion trends angas,5
phrase,en,trends angas talaga,5
phrase,en,for relationship,5
phrase,en,living for relationship,5
phrase,en,for relationship drama,5
phrase,en,drama kayangkaya talaga,5
phrase,en,streaming swabe talaga,5
phrase,en,life woah,5
phrase,en,dorm life woah,5
phrase,en,kayangkaya apaka,5
phrase,en,sobrang kayangkaya apaka,5
phrase,en,kayangkaya apaka nice,5
phrase,en,goated petmalu,5
phrase,en,so goated petmalu,5
phrase,en,goated petmalu yung,5
phrase,en,ang witty weekendvibes,5
phrase,en,classes astig talaga,5
phrase,en,ppop astig talaga,5
phrase,en,and astig collegedays,5
phrase,en,galing ng anime,5
phrase,en,giving weekend,5
phrase,en,is giving weekend,5
phrase,en,giving weekend parties,5
phrase,en,woah talaga just,5
phrase,en,bts aprub talaga,5
phrase,en,ppop sembreak,5
phrase,en,ppop sembreak sembreak,5
phrase,en,astig pak,5
phrase,en,sobrang astig pak,5
phrase,en,astig pak ganern,5
phrase,en,ang solid trendingnow,5
phrase,en,with memes sobrang,5
phrase,en,iconic apaka nice,5
phrase,en,talaga yung dormmates,5
phrase,en,nindot charaught,5
phrase,en,sobrang nindot charaught,5
phrase,en,tiktok elite,5
phrase,en,petmalu yung tiktok,5
phrase,en,obsessed with basketball,5
phrase,en,valorant lodi,5
phrase,en,anime sembreak,5
phrase,en,anime sembreak sembreak,5
phrase,en,astig yorme,5
phrase,en,sobrang astig yorme,5
phrase,en,yung memes very,5
phrase,en,thesis saktongsakto,5
phrase,en,sb19 sobrang astig,5
phrase,en,witty pak,5
phrase,en,sobrang witty pak,5
phrase,en,witty pak ganern,5
phrase,en,and swabe pinoypride,5
phrase,en,period trendingnow,5
phrase,en,memes sobrang kayangkaya,5
phrase,en,nindot trendingnow,5
phrase,en,slayed relationship,5
phrase,en,slayed relationship drama,5
phrase,en,stan bts,5
phrase,en,valorant sobrang astig,5
phrase,en,clean charot,5
phrase,en,lang nofilter,5
phrase,en,so clean charot,5
phrase,en,clean charot lang,5
phrase,en,charot lang nofilter,5
phrase,en,galing ng pubg,5
phrase,en,ng pubg very,5
phrase,en,with majors ang,5
phrase,en,maisip universitylife,5
phrase,en,akong maisip universitylife,5
phrase,en,iconic nakakaaliw,5
phrase,en,so iconic nakakaaliw,5
phrase,en,iconic nakakaaliw yung,5
phrase,en,swabe solid,5
phrase,en,sobrang swabe solid,5
phrase,en,swabe solid yarn,5
phrase,en,thesis awit,5
phrase,en,cap classof2025,5
phrase,en,no cap classof2025,5
phrase,en,bussin labyu,5
phrase,en,so bussin labyu,5
phrase,en,exams goalaf,5
phrase,en,exams goalaf goalaf,5
