comment,toxicity_level,insult,profanity,threat,identity_hate
i'll give you drama you're a nigger!,1,1,0,0,0
gago ka ba bat hindi mo niluto ulam ko,1,1,1,0,0
haha syempre di ako nakakalimot tangina mo pa rin,1,1,1,0,0
ulol dami kasi nananabutahe pero si chot reyes wala talagang kwentang coach,1,1,1,0,0
she is a little lesbian,1,1,0,0,0
buong angkan mo engot hahaha,1,1,0,0,0
YOU GUYS ARE A BUNCH OF DICKS,1,1,0,0,0
tangina kasi sa mga troll at mga nang titilt eh,1,1,1,0,0
tarantado talaga yung teacher mo,1,1,1,0,0
maawa ka naman hyop ka trillion na kukurakuten nila jusko lahat na nang bilihin nangtaasan maawa ka panu mo naging idol ang isang adik na katulad ni marcos jusko..ngayon lang ako nakakita binaon sa utang ang pilipinas tapos miski isang tulay walang naipapatapos jusko grabe.,1,1,0,0,0
tanga ni pia mamamatay ako eh,1,1,0,0,0
napaka tanga mo hayop ka kakahiya,1,1,1,0,0
nakakainis kung kailan malapit na flight ko saka ka pa tinopak kang kupal ka,1,1,1,0,0
"Honestly, I don't even remember making those edits in the Orlando Jordan article. However, I was correct for editing out a statement that was not properly sourced. As far as my statement about Kanyon goes, it may have been incorrect, but it's really not a big deal. It's just a discussion page, not the article. Also, you didn't have to write to me in such a disrespectful tone. Finally, learn how to spell. You should have written, ...you're at the right place to argue with me then, not your. Put that in your pipe, and smoke it, asshole.",1,1,0,0,0
dami nang tanga ngayon,0,1,0,0,0
Yeah where it says seriously...gay thats implying what happen was gay or that the action was gay... You would know that if you where a teen... but your probably an adult loser...,1,1,0,0,0
"To confirm!! I never asked you for help. I have asked others for help but not you! You saw it fit to come on here, and harass me!!! You followed my log as if I were some sort of hacker, and annoyed the heck out of me at every turn. Even now it seems you feel you must have the last word. Buddy, let me tel you this. I hope you pull this crap with the right person. I really do. I do not like you. I think you are a scum bag. Have a merry freaking life! And please feel free to drop dead.",1,1,0,1,0
Mga adik na tagapag tanggol sa adik naglipana,1,1,0,0,0
Nearly Headless Nick Nearly Headless Nick is fucked up in the head and abueses his admin role!,1,1,0,0,0
tanga na lang talaga si zeb pag binalikan pa itong ulupong na ito,1,1,1,0,0
Volkswagen I wasn't vandalising you little shit. 94.8.25.45,1,1,0,0,0
Gamitin mo utak mo.,1,1,0,0,0
"Merope: You fucking moron. You protected my talk page in violation of Wikipedia rules, and then left it protected even after my editing privileges were restored.",1,1,1,0,0
"Hey you fucking nigger whore, I'm removing completely false information. BAN FORTHCOMING!",1,1,1,0,0
narcissistic ka ba sarap mong sapakin kupal,1,1,1,0,0
tangina kasi ng mga nasa fandom na ito puro tarantado ang puta,1,1,1,0,0
fisto is a retard nigger.,1,1,0,0,0
Like the fucking Jews can keep good people from commenting on this coolie's talk page. Achmed should stick to beating little children and women in the West Bank and sucking clipped dick.,1,1,1,0,0
. I hate your freakin guts,1,1,0,0,0
queer why are you a faggot?,1,1,0,0,0
tarantado ka sky may nag reply,1,1,1,0,0
ulol utak mo may ubo tanga,1,1,0,0,0
hi tanga ka,1,1,1,0,0
stop ur stupid invlovment===,1,1,0,0,0
para rin maulol ulol ano at saan yung nirereplyan o fiba parang tanga lang,1,1,0,0,0
"Dapat na tatakbuhan nito sa impyerno. At favor pa sa death penalty, sige para ikaw ang maunang ma firing squad",1,1,0,0,0
get bent you faggot,1,1,0,0,0
"Hey, Mr. Troll Why don't you learn what the word vandalism means? Better yet, why don't you resign as a sysop since you don't have a bloody clue what you're doing, Mr. 62K Edits. Big f*cking deal. I am so impressed. Learn your job, or leave it to someone who does. Why don't you try fixing those problems, rather than blocking me. The admins at WP are a bunch of incompetents on a power trip. 142.204.42.81 If you can't take the heat, stay out of the kitchen. 142.204.42.83",1,1,1,0,0
yung umagaw sa coke ko pakyu ka last bottle nalang yan sa ref namin,1,1,1,0,0
when will pp understand that just increasing the volume doesn square to sounding good fuck man nakakalikom tunog dito sa church sakit sa tenga ampunan,1,1,1,0,0
"You obviously never attended college, moron",1,1,0,0,0
"The all powerful JohnCD... The all powerful JohnCD... A motherfucker with nothing better in life to do, other than deleting the articles he wants. It must be an inferiority complex. Asshole, motherfucker.",1,1,1,0,0
bobo ka bobo mo,1,1,1,0,0
"Fred, shut up you sad old twat, no one is interested in 'i think i'm fucking god' wiki moderators. get a real job you sad little man...",1,1,0,0,0
ang tarantado ng mga messages niyo,1,1,1,0,0
kawawa naman pala buong angkan niyo na noboto sa manggagahasa.,1,1,0,0,0
"HI ARROGANT CATHOLIC-PANDERING DUMB FUCK, STOP LYING FUCKHEAD: http://en.wikipedia.org/wiki/Template_talk:Citations_missing#Inline_citations_are_not_required_by_policy 1. Inline citations are not required by policy No policy requires inline citations. They are often a good idea, and are a requirement for feature article status, but it is not a requirement for all articles. Furthermore, the tag is often used when the article has adequate sources. This tag therefore enshrines a particular editor's view about style (that the article in question should have inline citations) in an inappropriate way. That point belongs on the talk page, not in the article itself. Robert A.West (Talk) Where does it say that featured articles have different requirements then other articles? Jeepday The whole point in to get citations for all articles so that they meet the WP:V requirements, I have noticed that tags quite often help by bringing this to attention of users, particularly new-ish users. Cheers SeanMack I agree with Jeepday and SeanMack. Our ultimate goal should be for every article to be of FA quality. Satori Son That goal is not consensus among editors. But more importantly, inline citations for every fact are not an FA requirement; see WP:FA? section 1c. CMummert Ã‚Â· talk 2. I GAVE THE LINK TO WHAT I WAS REFERRING TO YOU FUCK SO HOW CAN YOU NOT SAY THAT I DID NOT PROVIDE A REFERENCE FUCKTARD? WELL LYING FUCK? 2. FUCKTARD HOW CAN I PROVIDE A REFERENCE TO A DELETED POST YOU FUCKIN MORON? 3: FUCKHOLE DEATHTARD, FOR THE SECOND TIME HERE IS THE CITATION FUCKHOLE AND THIS TIME ON DISPLAY FOR YOUR FUCKHOLE EYES: Teacher knows something about Catholic bashing Posted by Alex Murphy On Religion 02/22/2007 9:46:01 AM PST Ã‚Â· 78 replies Ã‚Â· 835+ views The Bakersfield Californian ^ | Feb 21 2007 | LEONEL MARTINEZ My catechism teacher, Sister Mary Lou Petrillo, was a smart and scrappy nun who drilled into us the basics of Catholicism without demeaning other Christian churches or religions. Too bad Sister Mary Lou isn't available to teach a few intensive lessons on tolerance to the campaign people of presidential candidate John Edwards. Within the last few weeks, two bloggers for the former North Carolina senator resigned after being hit with criticism from conservative Catholic organizations angered by past anti-Catholic remarks the bloggers posted on the Web, according to CNN. Melissa McEwan and Amanda Marcotte quit after groups like the Catholic... (EXPLETIVE DELETED) CATHOLIC BASHING (Reinhard) Posted by jazusamo On News/Activism 02/15/2007 9:04:00 AM PST Ã‚Â· 18 replies Ã‚Â· 940+ views The Oregonian ^ | February 15, 2007 | David Reinhard Welcome, ladies and gentlemen, it's time to play that favorite game of conservatives and Republicans What if . . . Todaywe have a special twofer edition of the game that asks: What would happen if a Republican tried something like this? Pay attention, double-standard mavens, because this is a multipronged question today: What if . . . . . . a Republican presidential candidate hired a blogmaster whose writings featured vile attacks on other religions and expletive-laced rants against those who disagreed with her? . . . the same Republican also hired another blogger whose writings featured similar... The Catholic League, mighty champion of ....gay bashing and anti-semitism ? (Propaganda alert!) Posted by Joseph DeMaistre On Religion 12/09/2006 8:55:50 PM PST Ã‚Â· 21 replies Ã‚Â· 592+ views Talk to Action ^ | Sun Jun 25, 2006 | By Bruce Wilson Hate speech is typically the first line of attack employed by bullies, but bullies become emboldened when eliminationalist rhetoric is tolerated, and that societal acceptance can lead to far worse things. I've previously covered hate speech - see Enough Hate Spech To Stun An Ox, and Hatecrime.org has an extensive collection of hate speech targeting homosexuals. Suprisingly - or not - at least one individual whose statements are featured in that archive ( and also in collections of antisemitic rhetoric ) is also leader of a prominent Christian right group that claims to fight against anti-Catholic bias and discrimination who... CATHOLIC-BASHING PLAYS ARE HOT Posted by NYer On News/Activism 08/18/2006 3:46:38 PM PDT Ã‚Â· 23 replies Ã‚Â· 548+ views Cath",1,1,1,0,0
naniwala ka naman echos echos niya lang yan pakyu ka ba,1,1,1,0,0
"I'm not going to sit here and just blatantly make fun of what you do and who you are. However, I look at your picture and it's quite easy to see that you're an ugly little parasite. As I browse through your insignificant pages on Roger Royle and Harold Gaba (that must have taken hours to make), and I know right then and there that you're a compulsive masturbator. I look at all your Wikipedia buddies and their comments concerning speedy deletions and harassment via Wikipedia and I now understand why there are entire hospitals throughout the world that treat internet addictions. So go ahead and suspend or block or whatever it is you people do to naughty Wikipedia users, because I could really careless. You piece of shit.",1,1,0,0,0
What the fuck are you talking about? I removed nothing. I merely pointed out that the claim that the germans called this program the Woofan SS was false with a dubious tag and explained on the talk page. No source says that. I presume the problem is that this website by many people whose grasp of written English is poor.,1,1,1,0,0
"Utak ba yang laman ng ulo mo?... Sinugo pa talaga si marcos ng panginoon... Tumatayo ang balahibo ko sa mensahe mo, nakakatakotâ€¦",1,1,0,0,0
"Fuckin' hater, thats all you are. Honky, punk, bitch. Go troll Johny Cash or some shit, stupid.",1,1,1,0,0
Look up my damn idiots troll.,1,1,0,0,0
di ako makarank up ate bobo ng riot,1,1,1,0,0
"It is very funny to learnthat a stupid fuck'in is trying to clean up the Kamboja articles. This person himself is totally disoriented and utterly confused, mentally/intellectually; and it is also very clear from his comment somewhere else about Kamboj-related articles that he does not even know the very basics of the Kamboj history. It is really funny to know how this idiot (and his ilk) are confusing the Indian journal Gazetteer of the Bombay Presidency with the Handbook of the Bombay Presidency? How come these idiots, who can not even correctly interpret or understand the historical references/citations, be entrusted with the task to edit serious articles on ancient people like the Kambojas? It is also amusing to learn that such-like dorks are trying to define the historical out-lines of the Kamboj history on Wikipedia! It is highly desirable that these fuck'in self-styled Wikipedia administrators/commentators first need to learn to correctly interpret and interpret the historical references. Only then may they be qualified to comment on the serious topic like Kamboj history or else earn the rights to edit informative articles on this wlllknown ancient historical People. Also these jerks first need to understand that the citations and quotations used in the Kamboj related articles are from the most scholarly writers on this subject. It is shameful that these FEW F*- SELF-STYLED IDIOT ADMINSTIRATORS (LIKE DABU(DAB),ITSMJUDITH and the like) are trying to sit on judgement on the Kamboj history on Wikipedia and are bent on distorting or deleting the genuine information about them which is not found in the books writtemn in English, Fench or German by their European writers! Well, if you can interpret even the references quoted in an article, howcome can you sit in judgement and offer your scholarly comments on the Kamboj history? It is first necessary that these adminitrators/editors like Fuck'n Dabbu and his ilk, first need to familiarise themselves about the current available historical information on Kamboj history-only then can they qualify themselves to edit the serious articles on the Kambojkas?'.And, I'll see how long these ignorant, prejudiced-minded idiots can continue to block me from editing articles on Wikipedia?????''.",1,1,1,0,0
how many people does this tit think i am? And whats with asking another editor who wants me banned to help out  this is fucking bullshit,1,1,1,0,0
kailangan may achievements muna bago magreklamo? ,1,1,0,0,0
Wikipedia is a shit hole.. Fuck you Jimbo for creating this fucking shit wikipedia..,1,1,1,0,0
"note stealing The article note stealing in many peeps minds is a worthy article. If you delete i will sue you for $2 million. you are a jag bag. jerkoff, kinsider what i said. If u delete i'll beat you with a shoe until you are black and blue. you are stupid and need to clean out your eye of all that scum because you cannot notice a good article when you see one. you are a sucky user or administrator whatever you are. I Hate You!!!!!!! you little jayhawk, poo you. stuff it scum face. go piss on a pole and if u are a girl go squat. up yours you incompetant administrator. sincerily yr fuked up lil mother fukin nigga from the hood, the outsider",1,1,1,0,0
"You are the bully, you ass! I did discuss it, and no one objected Look on the talk page!",1,1,0,0,0
I am not vandilising Wikipedia... Don't just assume because a piece of information is new that someone is vandalising Wikipedia... What do you actually know about Aspergers? Do you have it? Moron,1,1,0,0,0
pano naman kasi pre lakas mo mangbash eh mas kabash bash ka naman tanginang ugali yan sumang ayon sa mukha mo gago,1,1,1,0,0
pakyu anong longganisa seller ka diyan haha o kaya taga lagay tempered haha hayop ka intsik,1,1,1,0,0
pakyu mcdo ayaw ko sayo,1,1,1,0,0
What I think of HighInBC... I think you're a total fucking moron for enjoying illegal drugs. Please die a horrible death.,2,1,1,1,0
Hetar is a fucking asshole. I hope he is blocked soon for vandalizing and reporting false vandalism.,1,1,0,0,0
"Apparently, there _is_ really a fundamental relationship between spread and mean radius. Bullet dispersion is normal distribution. But noobs dont know this. Thats why wikipedia is full of bullshit.",1,1,0,0,0
walang ginagawa pero aabutin ilang siyam bago pa mag reply bwiset ka,0,1,0,0,0
bobo pa ng kasama ko,1,1,1,0,0
"Nice try I just asked why the word terrorist was removed because according to wakopedia a terrorist is Terrorism is the systematic use of terror especially as a means of coercion.[1] There is no internationally agreed definition of terrorism.[2][3] Most common definitions of terrorism include only those acts which are intended to create fear (terror), are perpetrated for an ideological goal (as opposed to a lone attack), and deliberately target or disregard the safety of non-combatants. Nice try but this site is owned by left wing socialists who love gays & hate Christians - just look at their article on Jesus if you want a good laugh or cry. soon you will get the dreaded I WILL BAN YOU IF YOU CONTINUE TO TELL THE TRUTH. WAKOPEDIA IS ONLY FOR GAYS & THEIR LIES, WE DON:T WANT NORMAL MORAL FOLKS HERE warning75.31.209.136",1,1,0,0,0
panget ng mga mapa mo codm bwiset ka,1,1,1,0,0
Jimbo Wales is a gay little fucker,1,1,1,0,0
Dumb Niggaz Yall Niggas are dumb.Sean Kingston never played biggie.I was joking around dumbfucks.,1,1,0,0,0
"Man, your fucking lame kid @ the second poster (76.101.72.59 )",1,1,1,0,0
ang dagok niyo is nag mukha na naman kayong tanga sa pag sabi niyong hindi siya makakapunta ng usa,0,1,0,0,0
tangina niyo po talaga,1,1,1,0,0
"you stupid mother fucker, i made 1 mistake and you and your fucking rules fucks it up. why dont you fix it instead of delete it like a lazy motherfucker that you are... go ahead, report me, its my true opinions.",1,1,1,0,0
puta kasi yun,1,1,1,0,0
kaso bobo yung subject,1,1,1,0,0
Lisa Williams is a total fraud No offense intended but are you fucking insane?? She talks with the late Diana! This kind of fake Liza Minelli look a likes should be fucking banned from wikipedia as they are all frauds. Are you an American?,1,1,1,0,0
Prick You're a fucking prick. So fuck off... you giant prick. 86.179.113.103,1,1,1,0,0
"No, maybe you should get a life instead of being like a shot to revert my vandalism on a page relating to a game nobody has talked about in the last two years. Wiki = made you their bitch.",1,1,1,0,0
bobo ka di ka makuntento sa isang kipay,1,1,1,0,0
You god damn son of a bitch you fucking blocked me again. You block me one more time and IÃ¢â‚¬â„¢ll rape you and your fucking mom. WeÃ¢â‚¬â„¢re hicks here and ill run your ass over with a tractor and then shove it up your ass just the way you like it you gay son of a bitch. Thanks for your time ASSHOLE!,2,1,1,1,0
you think susuko ako ng ganun ganun lang kapal ng mukha walang may pakialam ulol kupal ka bagay ka isubsob sa tae ng baka tapos ihulog sa bangin beh,1,1,1,0,0
nararapat sainyo yan mga kupal,1,1,1,0,0
hardpass sayo sino kaba? baka yung manyakis na sinasabi mo ikaw din mismo yan HAHA,1,1,0,0,0
anong siraulo at tarantado expose kita gago ka,1,1,1,0,0
para di mabasa ng mga sumasambang mga tao sa abs na may mali sa kanila haha bobo sila lahat eh haha char,1,1,1,0,0
"Vandalising, Ok for the last time - who the fuck do you think are? Mr Encyclopaedia? You don't own Wikipedia loser, you English twat (hey, why don't you contribute to the meaning of that one by describing yourself ??) Get a life",1,1,1,0,0
"Oh you kimchi eater, why don't you just stop being such an idiot and admit the fact?",1,1,0,0,0
narealize ko na ill stick na lang sa smg haha hirap mo igrind gago nattrigger anger issues ko sa shotgun,1,1,1,0,0
bhe medyo gago ka,1,1,1,0,0
katamad talaga maghanap ng buyers pag daming bobo gumamit ng tags eh,0,1,0,0,0
"I'M F***ING SERIOUS! MY COUSIN'S COPY OF Pinoccio WAS PRINTED APRIL 28, 1987! SO STOP UNDOING WHAT I JUST CONTRIBUTED, YOU F***ING PUSSBAG! ",1,1,1,0,0
"Awhhhhh, the little Hitler bitch ran and told his boyfriend!",1,1,0,0,0
tabi ka putangina mo,1,1,1,0,0
tamang pakyu ka ma ah,1,1,1,0,0
isa pa itong kupal na up professor na ito,1,1,1,0,0
"You been cryin Tasc0? Bout time they BLOCKED you, you been (BLOCK) vadalizing wiki 4 2 damn (BLOCK) long. And I'm not (BLOCK) retared, I don't think that (BLOCK) is a word. You really must (BLOCK) be retarded. Oh yeah I was blocked for a long time, months even. I've been blocked 3 times for dealing with pricks like you, but Enjoy the rest of your BLOCK...I mean day. Now let me continue to laugh.",1,1,0,0,0
ass wipe editor yippee yehaw okie dokie no more vandalism for me thanks,1,1,0,0,0
oo tangina kasi ni mayumi pakshet siya,1,1,1,0,0
"You peice of irish scum How dare you talk shit about my country? Fuck you, stupid shamrock bitch, I hope the next genocide we serve on you wipes your entire disgusting, repulsive race out. Fucking micks, you shouldn't even be alive after the first attempts, hopefully next time you wont be. Die. 92.24.85.159",1,1,1,0,0
haha bwiset ka cebu pacific,1,1,0,0,0
pakyu homeroom guidance putangina mo,1,1,1,0,0
i swear to god ang bobo ng mga tao dito,1,1,1,0,0
Ang bigat kc ng ulo kaya d kinaya.,1,1,0,0,0
tarantado ka talaga bruno major di na ako natutuwa sayo,1,1,1,0,0
Asshole kike why in the name of hly fuck did yu delete myt article you need to go ack to yur singagog and lvee ys normel folks alone m kay,1,1,1,0,0
"Taena ano yan? Bulol na nga sa pananalita tas di pa kilala mga artista. Sana si Charo Santos na lng nag balita eh, at least man lng may koneksyon ung nag balita kesa jan sa kung sinumang hudas eskaryote na yan.",1,1,1,0,0
fuck you you son of a bitch you fucking bastard child.fuck off you little prick.shove the editing up your ass,1,1,1,0,0
Waggers is a dumb fuck,1,1,1,0,0
"WIKIPEDIA CAN SUCK MY BALLS I'm fucking done with helping wiki. Wikipedia is NOT censored yet you bitch about swearing? How about checking my contributions? None are vandalism. Go ahead, check the solaris 2002 film. The guy who reverted my edits was a total fuckhead but guess what? doesn't matter cause I swore right? Seems wiki is more devoted to being a orgy of 14 yr olds rather then a source for info. Well you guys can suck my balls. I'm fucking done with contributing to wiki.",1,1,1,0,0
"arsehole Fucking Bastard you son of a bitch, asshole, motherfucker, go fuck ur mothers cunt, trade ur wife sister",1,1,1,0,0
gago kayo,1,1,1,0,0
fuckhead where is my ban??,1,1,0,0,0
kupal yung taong na iyon patakalan mo iyon,1,1,1,0,0
(which makes you a useless piece of shit),1,1,0,0,0
nanahimik ako gago harot ka diyan bait bait ko eh tangina manahimik ka,1,1,1,0,0
ayaw mo lang kasi iwan kupal ka eh,1,1,1,0,0
ang problema madaming bobo at kupal na tulad nito,1,1,1,0,0
ikulong ang tarantado para di pamarisan,1,1,1,0,0
"Dahil masamang damo tong lokong to, I wonâ€™t be surprised if he outlived us all. Soâ€¦ good luck to you pdf file in the years to come. Magiging matanda ka rin, the only difference from then to now is at least youâ€™ll look even more the part of a creep. Siguraduhin mo lang sa rami na nakuha mong pera, may handa pang tumulong sa iyo voluntarily without pay o respect when the time comes. Dahil at this point, mas worried ako sa would-be katulong nito""",0,1,0,0,0
"Go Fuck Yourself Get a job, you hippie shitbag.",1,1,1,0,0
putangina rin ng tiktok mga hayop kayo pakshet,1,1,1,0,0
"dickhead dickhead im not vandalising, just changing necessary things, so go fuck yourself and see if i care if you block me. screw you fuckhead",1,1,1,0,0
parang tanga ka batuhin kita ng bato sa mukha,1,1,1,0,0
"Hay naku talaga ang mga Pilipinong walang pure motives to serve or may mga hidden agenda ay kakampi sa una pero pag ang gusto d nakuha, sila ang unang gagawa ng fake news",1,1,0,0,0
"STOP BEING AN IDIOT. It's not motherfucking speculation, and i'm not attacking anyone. Now shut the fuck up, because you are wrong. AND LEAKERS ARE RELIABLE!~ NOW PLEASE SHUT THE HELL UP! YOU ARE WRONG. END OF STORY!-  ",1,1,1,0,0
"ARE YOU NUTS WHY THE FUCK ARE YOU VANDALISING several articles BY REMOVING LINKS?! i mean guru and dj premier use your brain first if you got any, remove links then",1,1,1,0,0
tangina mo binigyan ka na ng chance lahat lahat lakas mo pa din mang gago tangina ka,1,1,1,0,0
"SummerPhd, MarnetteD and several other editors suck enormous amounts of cock. They're faggot queer douchebags who go on a power trip because they're wikipedia editors...even though that means that they're doing nothing with their lives and still live in their mom's basements. What fucking losers. HAHAHA I already have another account who can edit semi-protected pages...they're just fighting a losing battle. Douchebags.",1,1,1,0,0
pakyu sana may ipagawa na project sa inyo tapos antukin ka tapos tanghali ka na gumising hanggang sa di mo magawa projects mo,1,1,1,0,0
"i am not vandalizing your talk page you stupid bitch you must have some other enemies, now do yourself a favor and fuck off",1,1,1,0,0
nagkabalikan na naman pala yung totga ko saka yung ex nya haha okay edi go haha pakyu kayong lahat,1,1,1,0,0
tangina talaga ng mga iresponsableng members ng research group di sana masama name niyo sa final research paper mga putangina niyo,1,1,1,0,0
baby em parin mga ulol,1,1,0,0,0
haha tarantado kamo sila,0,1,0,0,0
FUCK YOU YOU ARE THE BIGGEST PIG ON THE PLANET. DIE IN HELL ASSHOLE!,1,1,1,0,0
"I caught you vandalizing a page on wikipedia. Normally right now id block you, but you happen to pull this shit while I'm in a transitional period so I don't wanna block you, I wanna help you. You see the path of the righteous wikipedian is beset on allsides by the inequalities of the selfish and the tyranny of evil men. So basically dont be such a dick and fuck up wikipedia. I worked really hard creating and maintaining this website and many people enjoy my invetnion without causing such harm. But you sir, you are a different animal. I dont think Ive ever caught anyway vandalizing wikipedia before. You sir are a true original. A true renegade. Your so bad ass I cant think straight. Im all bendy and shit and this fervor is giving me the vapors. Please brother, sister or inbetween dont mess up wikipedia. think about the children and do like the cats in my neigborhood do... shit in the sandbox.",1,1,1,0,0
"shut the fuck up. if you were not a moron, you would not insist on keeping some clear bullshit into an article of Wikipedia, which inevitably will be extended to millions of readers across the globe.",1,1,0,0,0
bili ka papel bobo,1,1,1,0,0
") Talking with little boys like you sure is an utter waste of time. What makes you think I am interested in any further bullshit from you Arthur Rubin? This is the comment you preserved by deleting my post. Ignoring rant which contains mostly lies, and the pseudoreferences are not the current state of any Wikipedia article. What needs to be deleted is any of Gaby's contributions related to the rant. arthur the liar I have also apologised, so it's really time for you baby boy to piss off and go stalk some one else. I mean who do you think you are? Among other things you call me a liar but you are to retarded to actually mention where I lie? There is nothing wrong with FALSE ACCUSATION in your view now is there Arthur? Now please just piss off and leave me alone. You had your chance to be a nice guy more then one time now? Where you got the idea I would be interested in talking with an asshole like you puzzles me but don't bother explaining it please. Here read it again Arthur boy: Ignoring rant which contains mostly lies, and the pseudoreferences are not the current state of any Wikipedia article. What needs to be deleted is any of Gaby's contributions related to the rant. arthur the liar Your further comments on my person are not welcome. Comprendo? (",1,1,1,0,0
di ko na kasalanan kung irestrict mo ako ulol,0,1,0,0,0
"Listen you sick fuck You perverted freakshow loser, nobody wants anything to do with you. Go fuck yourself and leave Wikipedia the fuck alone and spare the world your scum.",1,1,1,0,0
"No, the Dumbest Shit Ever meter went right off the scales at that talk page. My comment just tipped it to 6.",1,1,0,0,0
nahagulgol na naman ako raynaw bakit ko ba iniiyakan tong mga lalaki na to punyeta siya,1,1,1,0,0
grabe pinag tulungan daw ba si tanga,0,1,0,0,0
nasa puder ka namin ha ayusin mo o edi palayasin niyo ko tangina niyo bobo lang,1,1,1,0,0
tanga ka asiel edi sana sinulit mo na hindi ba,1,1,1,0,0
pakyu basher alert pag ako naging mafia patay ka agad,1,1,1,0,0
You're a dishonest asshole that will never touch a girl until you move out of your parent's basement,1,1,1,0,0
bobo niyo tangina niyo tinotolerate pagiging victim mga tanga tanga,1,1,1,0,0
"YOU NASTY A Bear is Satanic Creature that is a Godless Killing Machine that steals are Pic-A-nic Baskets and are honey jars. Hey you fool, I was stating a fucking truth, stephen Colbert does state that 'A Bear is Satanic Creature that is a Godless Killing Machine that steals are Pic-A-nic Baskets and are honey jars.' You can go check his myspace blog if you dont believe me, bitch. http://blog.myspace.com/index.cfm?fuseaction=blog.view&friendID;=69366862&blogID;=153163814&MyToken;=a9b1bd03-2871-4cc6-a4e9-27811447e751 Copy and paste it into your browser. I HATE YOU>. LOOK WHAT YOU'VE DONE. Your wikiality saddens me. Bitch.",1,1,1,0,0
ikaw ang ulol mga appointee ni pinoy yung may hawak ng case mag suri ka nga,1,1,1,0,0
"Naumay ako jan ang dami pading naniniwala sa mga Villar lalo na sa social medio g na g pa sila makipag away para sakanila,",0,1,0,0,0
parang tanga kasi edi gumawa sila ng sariling space napakabobo nila,0,1,0,0,0
hawakan ang buhay mga yawa mga matay dapat sarado at patay ka na pakyu ka,1,1,1,0,0
puta magbasa naman kayo ng hashtag,1,1,1,0,0
ay gago issue ka tangina ka,1,1,1,0,0
Get your cock out of your mothers ass so the nigger can get his back in. Ban me you pussy.,1,1,1,0,0
okay tanga tanga lang ata sila messi,1,1,1,0,0
Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages. Sannse is a big fat bitch for not leaving the users alone along with Angela. Billj is a Dumbass for deleting my messages.,1,1,0,0,0
"All of my edits are good.  Cunts like you who revert good edits because you're too stupid to understand how to write well , and then revert other edits just because you've decided to bear a playground grudge, are the problem.  Maybe one day you'll realise the damage you did to a noble project.  201.215.187.159",1,1,0,0,0
bollocks to this you ignorant cunt.,1,1,1,0,0
bwiset na bwiset na ako sayo,1,1,1,0,0
kahit sa lumots daming nakaka bwiset kayo baby na baby niyo eh no ayaw niyo nakakakita ng pagpuna laban sa paborito niyo edi wow,0,1,0,0,0
tarantado ka talaga pre,1,1,1,0,0
tarantado ka talaga pldt,1,1,1,0,0
"Sleaze boy: You disgust me. You are pathetic coward seeking to smear good people while hiding behind your anonymity, you repulsive little worm. I am not part of a gang. I am an individual human being. You're attempted smear tactic against me is hardly surprising from what I've seen around here, but once again the actions of pathetic, anonymous, worm. You accomplish nothing but spread dishonor over your pseudonym. No adult takes you seriously. You are welcome to the last word.",1,1,0,0,0
true kaya lumaking may tama sa ulo akalain mo manakit ng magulang,1,1,0,0,0
