comment,toxicity_level,insult,profanity,threat,identity_hate
I NEVER FUCKING MADE THIS MOTHER FUCKING ARTICLE I JUST FUCKING EDITED IT AND THAT WAS A FUCKING LONG TIME AGO FUCKING ASSHOLES! PISSING ME OFF @,1,0,1,0,0
"Fucked with the wrong muchacho.  21:19, July 23, 2005 (UTC)",1,0,1,0,0
Hi   Im a fucking bitch.  50.180.208.181,1,0,1,0,0
"Dictionaries  How dare you call my contribution spam!!! I am a Kurd and I made a lsit of kurdish dictionaries. you bloody turkish nationalist and atoricity commiting bone breaking Nazi. watch out folk this slimy Turk is trying to censor the internet this is not undemocratic Turkey here, no prison cells in wikipedia you stupid Turk! And you buggers want membership to the EEC",1,0,0,1,0
What a motherfucking piece of crap those fuckheads for blocking us!,1,0,1,0,0
"I'm also a sock puppet of this account...SUPRISE!! -sincerely,             The man that will track you down from the Internet and kill you",1,0,0,1,0
Are you fucker mother fucker have nothing to do but block University computers. Go and suck cocks,1,0,1,0,0
HELLO   You disgrace to humanity. Stop wasting valuable Internet resources (your killing the fucking planet) and throw out your PC. PS it's like 3am what the fark kinda life do you have on Wikipedia 24/7. A VERY SAD AND LONELY ONE LOL. Life's too short find something better to do,1,1,0,0,0
"IT WASNT VANDALISM, DICKHEAD",1,0,1,0,0
   You Suck   If you don't undelete the page Barry Dejay I will %$#@ you!,1,0,0,1,0
"Hahaha, you dont actually believe this bullshit you are telling me right now? You are talking about the access to the country or representatives to the government, not Kim Jong Un himself. Those are two totally different things (although I could understand your stupidity, since North Koreans think that Kim Jong un is the governement, im just saying). Go Troll somewhere else kid.",1,1,0,0,0
\ You wasted your own time! Take this advice with you: Pull your head out of your ass! Be real and don't spend the rest of your life sucking ass. Have a nice life! Goodbye!  (mailbox) ,1,0,1,0,0
"You know, I was thinking...  Nobody really attacked me before I revealed my age here.  After I announced that I was 14, I was subject to a constant storm of harassment and abuse.  The same thing goes for when I was on The Sandbox when I was 11.  Before people knew my age, they didn't care.  After I told them my age, they hated me.  It's just so amusing how the idiot Soapboxers think of teenagers as being responsible for the decline of The Soapbox (like it was ever any good to begin with).  This is funny, because the adults are the dumbest people here.  Mauricio, Chuppah, Redneckgirl, Pinky, Scooby, GG, ForeverLostTinkerbell, greenrabbit, StarRocketsInFlight, Bree-Robinson, enigma-72, CocaineNightmares, TokyoDome, Chad_Ocho-Cinco, Steve Lake...  ...all adults.  The teenage posters here are typically the smartest ones.  Let's see... G-Dawg, Head_Banging_Brunette, ClassicAge, Metropolis (even though he's a bipolar weirdo), ChrisScript, just to name a few.  All I ever see adults posting is rate my poo!!1!, my ballz smell funny, whoz hawter: me or ur mom???//?/?, i like to rape little girls, and HEY GUYZ LOOK AT ME IM AN ATTENTION WHORE!!!!11!!1!  The adult posters here are immature, moronic, savage bullies with the mental capacity of a retarded 4-year-old.  Whereas, most of the teenagers here are thoughtful, intelligent, mature, and often profound.  But they're subject to constant schoolyard bullying by the idiot adult posters who think they're somehow superior because they were born (and dropped on their head) earlier.  Soapbox logic never fails to amuse me...",1,1,0,0,0
"Here's an idea   Go fuck yourself, cumshitter.",1,0,1,0,0
"Fuck you, Smith. Please have me notified when you die. I want to dance on your grave.",1,0,1,0,0
I shit on your face   fuck you,1,0,1,0,0
"Groin   You sad fuck. I'm going to restore my edit, and you are going to leave it, or else I wil knee you in the groin yourself, prick. 91.108.208.101",1,0,1,1,0
Fuck off you murdering scum!!!,1,0,1,0,0
"you gay motherfucker i know where you live,i am going to sand your face off,then i am to going to beat you to a pulp,you chicken shagger.",1,0,1,1,0
you studid cock sucker u stop callin me ok its a frank Garrett eatin the worms crawl outa your moms pussy you fucking retardo hit I retardo,1,0,1,0,0
. Fu ck ing trollreasons,1,0,1,0,0
Leave me alone!   I told you already to leave me alone.why can't you fuck off and do your own fucking thing. Or do you find that hounding me is amusing. Id u do then you are a mothafuckin asshole and I will ban you.,1,0,1,1,0
"WOULDN'T BE THE FIRST TIME BITCH. FUCK YOU I'LL FIND OUT WHERE YOU LIVE, SODOMIZE YOUR WIFE AND THEN BURN YOUR HOUSE DOWN. FUCK YOU YOU FUCKING QUEER.",1,1,1,0,0
fuck you jzg i will have you removed as editor you stupid moron,1,1,1,1,0
How about this GO FUCK YOURSELF.,1,0,1,0,0
"Hey, you freaking hermaphrodite.Please unprotect your user page; I would like to move it to a more suitable title or three.",1,1,0,0,0
"This is your Dad sam I'm worried about you.Worried that your cock wont fit in my ass anymore!, OMFK LOLZ HAHA I SAID PEEENIS GORF GORF GORF GORF",1,0,1,0,0
"i have a dick, its bigger than yours! hahaha",1,1,1,0,0
Fuck you people. The information of that can be found here [],1,0,1,0,0
"GHE you're a fag. Learn it, know it!",1,1,0,0,0
"Just a thought. Hey Jeremy, Why don't you wash your vagina? Why do you insist on letting it smell like a musty pile of tuna? I'm tired of smelling it babe when we make love. I do you doggy style and the smell just pierces my nostrils. I have to turn away it disgust me so much. Also, wipe your ass a little better. I'm getting shit on my dick, and tht's fucking gross, you cunt.",1,1,1,0,0
"Fuck you both, I'm not interested in what either of you think. ,",1,0,1,0,0
"SHUT UP, YOU FAT POOP, OR I WILL KICK YOUR ASS!!!",1,1,0,1,0
KISS MY DICK ...ALL 3 OF YOU,1,0,1,0,0
"You Need To Stop. What difference does it make if the episodes of ANY show have their own articles? You're acting like a major geek. Will WP collapse within itself if it's not perfect? I think the Joker said it best when he said:THE ONLY SENSIBLE WAY TO LIVE IN THIS WORLD IS WITHOUT RULES And don't EVEN try to tell me that WP would be terrible without rules. You can have moderators to stop vandalism, JUST STOP FUCKING REDIRECTING. It's getting on my nerves, along with about 75% of WP users.",1,0,1,0,0
To Blanchardb You dumb motherfucker I am going to sue the shit out of you. Watch your back.,1,0,1,1,0
-Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã¢â‚¬â€Ã,1,0,1,0,0
THAT WAS A GOOD EDIT THE POLAR BEAR IS GAY!!,1,1,0,0,0
Bla bla bla....suck it Irishguy =),1,0,1,0,0
Try the official website then - shit head!,1,1,1,0,0
fuck you and your small penis,1,1,1,0,0
RE: Moving Dragon Slayer to Dragon Slayer series Fuck Your Mother! You is Son of a Bitch!,1,0,1,0,0
"Insult for MusikAnimal, you're a fucking shit, the reason that i'm insulting is because , fuck you Wikipedia.",1,1,1,0,0
"You have no friends in real life, what makes you think anyone on the internet will like you?  Take the hint, you're an a-hole.",1,1,0,0,0
closedmouth is a DICK-FUCK this guy is a jackass who sux cock 4 a fuckin job y the fuck does the trans do it?????cuz its into tht kinda shit >:(,1,1,1,0,0
Whos the douche that deleated all of the info and crap I really want to curse them out right now.,1,1,0,1,0
"hey fuck you, who the fuck checks Phnom Nam Lyr Wildlife Sanctuary for vandalism. Get a fucking life you turd bag",1,0,1,0,0
72.94.188.92 Yo what the fuck is your problem fucking around with my page! leave it the fuck alone!,1,0,1,0,0
"{{unblock|WHAT THE FUCK?!?!?! The article on Anne Kilkenny was poorly written, I rewrote it so it didnt look like shit, look at my final edit you fucking dumbass.}}",1,1,1,0,0
Hey idiot. I'm simply verifying the TRUTH. Mobile17 was NOT the first to have a ringtone maker online.. Brinked was. Do some fucking research before you remove my shit.Tired of you assholes removing my hard work I'm putting into making wikipedia a relevant page.,1,1,1,0,0
"RE: Punk ass snitch, get the cock.",1,0,1,0,0
YOU ARE A FAGGOT GET A LIFE 97.102.60.171,1,1,0,0,0
Recent? You just a pussy.,1,0,1,0,0
Once again.... I'm SO glad that Wikipedia is not biased or filled with retarded children.,1,1,0,0,0
YOUR ARE FUCKING GAY WAD!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! I fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!!HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOL CUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA LOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLOLCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTCUNTI fucked your mum. OH WAIT YOUR GAY YOU DONT HAVE A MOM!!! HAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHAHA,1,1,0,0,0
"Aaron Swartz Stop fucking reverting my goddamn edits!!! I think Aaron Swartz is a dumb-ass, and he should have been killed a long time ago.  I know where you live; I WILL KILL YOU IF YOU REVERT ANY MORE PAGES!!!!!",1,1,0,1,0
Why the hell did you fucking write that?! I can vandalize Wikipedia whenever I want!,1,0,1,1,0
"My side of the story Attention, douchebags and douchetees. I have been labled as a Terrorist on this site. BULL TO THE SHIT! I simply have a vast amount of knowlege on a wide range of topics. Scjessey, for example did not mention he is a fucking douchebag on his article. So I had to ammend this. I was simply trying to spread the truth. ALLLALLALALALALALAlAlALAALALAALALALALALAl. Sorry. I have to do that every 5 minutes or I go to hell. ALLALALALALALALALALALALALALALALLALALALALALLLALALALA ALLAH 4EVER!",1,1,1,0,0
well fag... block me. block me?! oh the world will shurly end! come off your high horse.i'll say what i want about you.if you continue bashing me then i will just have to post complaints about you on EVERY b log and forum i can find. every chat room will be filled with how Redfarmer (did your mom come up with that name?) is untrustworthy.if you block me i can always find info on another site. a site where they don't allow people (or FREAKS) like you to delete pages on a whim! so you gonna block me? ban me? go ahead. but be warned... without being able to edit pages. i can't help you by giving you instructions on how to change your diapers. sorry.leonhart178,1,1,0,0,0
Fartsalot56 says f**k you motherclucker!!,1,0,1,0,0
Igho Otegheri Deletion Who the hell are you to decide what to delete and what not????!!! you could go fuck yourself u little piece of shit..,1,1,1,0,0
"@: nobody cares about the Fucking Shit like you, fucking bitch........................ 5.9.97.199",1,0,1,0,0
The only thing you are persistant at you ugly bastard is fucking the TROLL''',1,0,1,0,0
"fuck you Muthafucka ,  you jerk you scum lowlife loser !! hehe hahah188.23.179.183",1,1,1,0,0
Look you little cocksucker. I did nothing wrong. I am sick of your bullshit harassment and you are really starting to piss me off you little pussy. I am doing nothing wrong so just swallow your pride (I know it's hard for you) and admit you lost this fight. Now piss off! Blackeyedfool12,1,1,1,0,0
"No, you are the racist, you goddamn neo-Nazi YOU BIG BOY",1,1,1,0,0
"You You're a little bitch. You can't handle an argument like a man, so you're crying to the administrators. Go fuck yourself.",1,0,1,0,0
mostly burtalbert you fucking asshole go suck a dick u fucking king of assholes,1,1,1,0,0
"I had enough of *you*, bastard.",1,1,0,0,0
Some baklava for you! Fuck . =),1,0,1,0,0
THIS IS MY PAGE FUCKERS SO I CAN SAY WHAT I WANT. FUCK YOU DRINI AND NACONKANTARI... I HOPE YOU ENJOY YOUR SCHEDULED RAPING. p.s. done a head count lately?,1,0,1,0,0
"Scope Please see the link above, as I'm sure you are a fucking spastic",1,0,1,0,0
hey wiki nerd u suck man i dont like your nasty coments punk ill beat ur guts from the back. signed lover boy. ps i love butt sex and we can have  butt sex ill  bring the ky gelly,1,0,1,1,0
YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER! YOU ARE A MOTHJER FUCKER COCKSUCKER!,1,0,1,0,0
"MOTHERFUCKER, DONT BE CHANGING THE FUCKING GTA TIMELINE!",1,0,1,0,0
"""FUCK YOU, YOU PARANOID BITCH!!! YOU ARE a ugly unwanted bucket of sludge who is obsessed with the unwanted festering sputum bag from hell and the teletubbie rubbing pantaloon you try to bite the mailman, you c.u.m guzzling sick minded prick who cooks for the filthy freak and the decomposing penguin groper thy fawning ill-nurtured lout hath a idle-headed maggot-pie If not for your daddy, you would be a racist cursed horny toad who eats the earwax of the brain dead snotbox and the crap eating horny toad and you lift your leg on trees, you evil naked weasel who slobbers on the wrinkly snob and the anatomically incorrect disfunctional buffoon so quit being so stupid, you cat litter munching abysmal lunatic who slobbers on the cat harassing rectum and the anatomically incorrect lunatic. You big smelly cunt! Your mums crack tastes like MINCE and  Fuck your mouth. Your girlfriend is ugly. If my dog is as ugly as you are, i would shave his ass and make him walk backwards. You are just cum you mom should of swallowed. You are just a dog that jumped the fence and ran away. How did you get here? Did someone leave your cage open? Are your parents siblings? Hey are you lost? Which way did you come in? Does she have an appetite? She looks like she has an appetite. Go ahead, tell them everything you know. It`ll only take 10 seconds. I`d love to go out with you, but my favorite commercial is on TV. You fail at life and Please press the reset button on your life You should see the expressions on their faces, priceless. __________________ GAME OVER MOTHERFUCKER! >:( Thanks to you neither me nor my family will  give this shit foundation a fucking dime. Do Wikipedia a favor and just delete your account.Have a nice day.""",1,1,1,0,0
"""That was a nice message on my talk page. I enjoyed it. I mean, you still suck, but yeah, I had fun.  talk """,1,1,0,0,0
"""YOU HAVE ABUSE LOGS THAT ARE LOGS OF ABUSE TO PAGES I HAVE NEVER EVEN POSTED TO WHAT TEH HELL IS GOING ONALL I TRIED TO DO IS POST TO TEH SAM COUEP PAGE ITS A LIKN TO A VIDEO ON YOUTUBEWHY THE HELL CANT YOU EXPLAIN TO SOMEONE WHAT YOU ARE DOING WHEN YOU DO ITIF YOU REMOVE IT AND THEN LET ME REPOST EXACTLY THE SAME THING WHAT THE HELL AM I SUPPOSED TO THINK WHAT TEH HELL IS GOING ON YOUR SITE IS SO COMPLEX IT IS IMPOSSIBLE SIMPLIFY PLEASE? I CANNOT COMMUNICATE WITH TEH PEOPLE WHO HAVE REMOVED MY LINKS I CANNOT COMMUNICATE WITH ANYONEI GET 3% OF THE ADVERTISED CONNECTION SPEED DO YOU AHVE SHARES IN TELECOMMUNICATIONS COMPANIES ARE YOU JEWISH WHAT TEH FUCK IS GOING ON FOR GODS SAKE""",1,0,0,1,0
"""You fascit Nazi! You socialist bastard! You filthy Hippy! You dare touch my edits again and I'll go to where you live and kick your ass in person. It shouldn't be hard to find. Communes smell worse than slaughter houses. I make edits. I don't vandilaze. Get off your high horse.""",1,1,0,1,0
"""User:NHRHS2010 is a homo like mitt romney is. User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:NHRHS2010 is a homo like mitt romney is. User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is.== User:NHRHS2010 is a homo like mitt romney is. ==User:NHRHS2010 is a homo like mitt romney is. User:Enigmaman is a homo like mitt romney is. NEWL""",1,1,0,0,0
"""why don't you REMOVE my free speech you goddamned self, you whiny little pipsquak. That's all you seem to be good at doing.""",1,1,0,0,0
"""FUCK OF NAZI PROPAGANDAodpierdalcie sie jebani faszy?ci od Polski !!!!!!!!!!!""",1,0,1,0,0
"""Since this is MY user page, I can say what I want:YOU GUYS ARE ALL A BUNCH OF MOTHERFUCKING ASS-EATERS AND I HOPE YOU ALL ROT IN HELL.""",1,0,1,0,0
""" You Are an Awesome wikipedian   Some shit Some droppings of filthy muck mess to feel you better. Don't bother myself    Summon """,1,0,1,0,0
